Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL
Tuccil Luxury Home Stay,,098421 33115,,4.4,222,Unknown,https://www.google.com/maps/place/Tuccil+Luxury+Home+Stay/data=!4m10!3m9!1s0x3ba8bdfa74197bd9:0x225b070d02a89370!5m2!4m1!1i2!8m2!3d11.4044387!4d76.7116033!16s%2Fg%2F11h2621hb4!19sChIJ2XsZdPq9qDsRcJOoAg0HWyI?authuser=0&hl=en&rclk=1,http://www.tuccil.com/
Willow Hill by Nature Resorts and Stays,,077100 29817,,4.5,313,Unknown,https://www.google.com/maps/place/Willow+Hill+by+Nature+Resorts+and+Stays/data=!4m10!3m9!1s0x3ba8bd84581b597f:0x3d3de08c26b8596e!5m2!4m1!1i2!8m2!3d11.418828!4d76.6994358!16s%2Fg%2F11svwslzzf!19sChIJf1kbWIS9qDsRblm4JozgPT0?authuser=0&hl=en&rclk=1,https://natureresorts.in/willow-hill/
Bouganvilla,,090470 21222,,4.5,541,Unknown,https://www.google.com/maps/place/Bouganvilla/data=!4m10!3m9!1s0x3ba89629a3defbd9:0xbad946ca43825814!5m2!4m1!1i2!8m2!3d11.3984832!4d76.6950994!16s%2Fg%2F1tgdgf3t!19sChIJ2fveoymWqDsRFFiCQ8pG2bo?authuser=0&hl=en&rclk=1,http://www.bouganvilla.in/
West Downs - The Heritage Resort,,0423 244 2262,,4.2,1572,Unknown,https://www.google.com/maps/place/West+Downs+-+The+Heritage+Resort/data=!4m10!3m9!1s0x3ba8bd9d6526fc8d:0xcffb5cfd7530755a!5m2!4m1!1i2!8m2!3d11.4136679!4d76.6877773!16s%2Fg%2F11g66sxr7b!19sChIJjfwmZZ29qDsRWnUwdf1c-88?authuser=0&hl=en&rclk=1,https://westdownsresort.com/
Mountview Heritage Hotel,,097393 33559,,4.3,105,Unknown,https://www.google.com/maps/place/Mountview+Heritage+Hotel/data=!4m10!3m9!1s0x3ba8bd0013c7100d:0x4abc7110eb4086c1!5m2!4m1!1i2!8m2!3d11.40137!4d76.69553!16s%2Fg%2F11vt4rs2hq!19sChIJDRDHEwC9qDsRwYZA6xBxvEo?authuser=0&hl=en&rclk=1,https://mount-view-heritage.hotelsintamilnadu.com/en/
PARADISE PERFECT,,090809 18262,,4.1,733,Unknown,https://www.google.com/maps/place/PARADISE+PERFECT/data=!4m10!3m9!1s0x3ba89627de0e876d:0x162fa63af6a944f1!5m2!4m1!1i2!8m2!3d11.3996706!4d76.699366!16s%2Fg%2F11fy5j0qhd!19sChIJbYcO3ieWqDsR8USp9jqmLxY?authuser=0&hl=en&rclk=1,https://paradise-perfect-holiday-home.hotelsintamilnadu.com/en/
Pebrock Heritage Inn,,0423 244 4434,,3.9,239,Unknown,https://www.google.com/maps/place/Pebrock+Heritage+Inn/data=!4m10!3m9!1s0x3ba8bd8d6550596f:0xc6a4ef5af18d3ce7!5m2!4m1!1i2!8m2!3d11.4021326!4d76.7139994!16s%2Fg%2F12mjrsyqn!19sChIJb1lQZY29qDsR5zyN8VrvpMY?authuser=0&hl=en&rclk=1,https://pebrockheritageinn.chobs.in/
Royal Serene Villas,,099948 95978,,4.6,540,Unknown,https://www.google.com/maps/place/Royal+Serene+Villas/data=!4m10!3m9!1s0x3ba8bdf4dfda006d:0x2c5843218f917de2!5m2!4m1!1i2!8m2!3d11.4047345!4d76.7116208!16s%2Fg%2F11c5srmhqf!19sChIJbQDa3_S9qDsR4n2RjyFDWCw?authuser=0&hl=en&rclk=1,https://royalserenevillas.com/
Chettinad Avenue,,093446 03433,,4.6,216,Unknown,https://www.google.com/maps/place/Chettinad+Avenue/data=!4m10!3m9!1s0x3ba896287db095e9:0x91019cc9c5e092b!5m2!4m1!1i2!8m2!3d11.3984308!4d76.6985504!16s%2Fg%2F11g1lq64wq!19sChIJ6ZWwfSiWqDsRKwlenMwZEAk?authuser=0&hl=en&rclk=1,http://www.chettinadavenue.com/
The Monarch,,0423 244 4408,,3.8,1748,Unknown,https://www.google.com/maps/place/The+Monarch/data=!4m10!3m9!1s0x3baf7af1a0abc2b7:0xc73f4ae21adbfa2c!5m2!4m1!1i2!8m2!3d11.4201488!4d76.6992588!16s%2Fg%2F1tc_cpsg!19sChIJt8KroPF6rzsRLPrbGuJKP8c?authuser=0&hl=en&rclk=1,http://www.monarchooty.in/
"Hotel Sri Balaji, Ooty",,099760 22663,,4.1,1049,Unknown,"https://www.google.com/maps/place/Hotel+Sri+Balaji,+Ooty/data=!4m10!3m9!1s0x3ba8bdf5c118fa9b:0x15779aa2738321e5!5m2!4m1!1i2!8m2!3d11.4036528!4d76.7155461!16s%2Fg%2F1vfn527z!19sChIJm_oYwfW9qDsR5SGDc6KadxU?authuser=0&hl=en&rclk=1",http://www.hotelsribalaji.com/
DrizzleDrop Inn,,099628 22355,,3.8,984,Unknown,https://www.google.com/maps/place/DrizzleDrop+Inn/data=!4m10!3m9!1s0x3ba8962ea346ed07:0xf65c4c81e400f184!5m2!4m1!1i2!8m2!3d11.3941653!4d76.6939726!16s%2Fg%2F11cn6c9yg1!19sChIJB-1Goy6WqDsRhPEA5IFMXPY?authuser=0&hl=en&rclk=1,https://drizzledropinn.com/
Burrows,,079044 93310,,4.7,35,Unknown,https://www.google.com/maps/place/Burrows/data=!4m10!3m9!1s0x3ba8bb7c3050b569:0x9ff781b71ab5e504!5m2!4m1!1i2!8m2!3d11.4618016!4d76.6822128!16s%2Fg%2F11xcmkk232!19sChIJabVQMHy7qDsRBOW1GreB958?authuser=0&hl=en&rclk=1,https://burrowsooty.com/
WelcomHeritage Fernhills Royal Palace,,099439 99945,,4.2,1349,Unknown,https://www.google.com/maps/place/WelcomHeritage+Fernhills+Royal+Palace/data=!4m10!3m9!1s0x3ba897d4b976089b:0x155300f78b447bd2!5m2!4m1!1i2!8m2!3d11.3970615!4d76.6857594!16s%2Fg%2F1td0lfz1!19sChIJmwh2udSXqDsR0ntEi_cAUxU?authuser=0&hl=en&rclk=1,https://www.welcomheritagehotels.in/welcomheritage-fernhills-royal-palace/ooty-hotels?utm_source=google&utm_medium=gbp&utm_campaign=fernhills-royal-palace
RK Holiday Homes (RK Homes Guest House),,063818 47345,,4.3,720,Unknown,https://www.google.com/maps/place/RK+Holiday+Homes+%28RK+Homes+Guest+House%29/data=!4m10!3m9!1s0x3ba896286c66003d:0xe6192ef0fce56fd4!5m2!4m1!1i2!8m2!3d11.3995508!4d76.6981607!16s%2Fg%2F1ptw_cb7x!19sChIJPQBmbCiWqDsR1G_l_PAuGeY?authuser=0&hl=en&rclk=1,https://live.ipms247.com/booking/book-rooms-rkholidayhome
StayVista at The Lilly in Ooty | 4 BHK Premium Villa,,081049 54254,,3.8,82,Unknown,https://www.google.com/maps/place/StayVista+at+The+Lilly+in+Ooty+%7C+4+BHK+Premium+Villa/data=!4m10!3m9!1s0x3ba8bdb1aa582277:0xaae44a595d67cb3f!5m2!4m1!1i2!8m2!3d11.4185546!4d76.6944564!16s%2Fg%2F11j3rqz_dv!19sChIJdyJYqrG9qDsRP8tnXVlK5Ko?authuser=0&hl=en&rclk=1,http://www.stayvista.com/villa/the-lilly-4-bhk-villa-in-ooty-with-spacious-rooms?reference_number=prop673b7f04b52ddawbx05j?utm_source=google&utm_medium=gmb
MountSide Cottage,,094431 36968,,4.1,105,Unknown,https://www.google.com/maps/place/MountSide+Cottage/data=!4m10!3m9!1s0x3ba8963ce1eb7a69:0x3fa1984ba0701fe8!5m2!4m1!1i2!8m2!3d11.388746!4d76.707596!16s%2Fg%2F11c2y83djr!19sChIJaXrr4TyWqDsR6B9woEuYoT8?authuser=0&hl=en&rclk=1,http://mountsidecottageooty.iblogger.org/
Hotel Sarkar Palace,,0423 244 9310,,3.9,1826,Unknown,https://www.google.com/maps/place/Hotel+Sarkar+Palace/data=!4m10!3m9!1s0x3ba8bd92a44c213b:0x82f6a7d5b2c3aafa!5m2!4m1!1i2!8m2!3d11.412829!4d76.7096858!16s%2Fg%2F1v9ghfc4!19sChIJOyFMpJK9qDsR-qrDstWn9oI?authuser=0&hl=en&rclk=1,https://hotelsarkarpalace.com/
King's Cliff,,094870 00222,,4.4,3361,Unknown,https://www.google.com/maps/place/King%27s+Cliff/data=!4m10!3m9!1s0x3ba8bd753eebb4ed:0x9323995ed0173f1c!5m2!4m1!1i2!8m2!3d11.4200402!4d76.6981951!16s%2Fg%2F1tf062z9!19sChIJ7bTrPnW9qDsRHD8X0F6ZI5M?authuser=0&hl=en&rclk=1,https://www.littlearth.in/kings-cliff/
Dé First Corner,,088385 85813,,4.7,39,Unknown,https://www.google.com/maps/place/D%C3%A9+First+Corner/data=!4m10!3m9!1s0x3ba8bd816a4d0965:0x618555522b335e96!5m2!4m1!1i2!8m2!3d11.4528597!4d76.6781609!16s%2Fg%2F11z57z7gl4!19sChIJZQlNaoG9qDsRll4zK1JVhWE?authuser=0&hl=en&rclk=1,https://www.defirstcorner.com/
Golden Larch Residency,,094896 77573,,4.0,426,Unknown,https://www.google.com/maps/place/Golden+Larch+Residency/data=!4m10!3m9!1s0x3ba8bd85373fde91:0x280669a69a620a6b!5m2!4m1!1i2!8m2!3d11.4115519!4d76.6973021!16s%2Fg%2F11c30sh636!19sChIJkd4_N4W9qDsRawpimqZpBig?authuser=0&hl=en&rclk=1,https://www.goldenlarchgroups.com/
Hotel Glanton Manor,,0423 244 1941,,3.8,1010,Unknown,https://www.google.com/maps/place/Hotel+Glanton+Manor/data=!4m10!3m9!1s0x3ba8bd8d6911fbcf:0xa9a68453519940d!5m2!4m1!1i2!8m2!3d11.4106338!4d76.7111955!16s%2Fg%2F1wz514fn!19sChIJz_sRaY29qDsRDZQZNUVomgo?authuser=0&hl=en&rclk=1,http://www.glantongroup.com/
The Hornbill Residency,,0423 245 0055,,3.7,242,No,https://www.google.com/maps/place/The+Hornbill+Residency/data=!4m10!3m9!1s0x3ba8bdf5ecee3b25:0x1cc427dc5394a757!5m2!4m1!1i2!8m2!3d11.4028471!4d76.7150679!16s%2Fg%2F11cn94rcbp!19sChIJJTvu7PW9qDsRV6eUU9wnxBw?authuser=0&hl=en&rclk=1,https://oyo-flagship-hornbill-residency.hotels-alappuzha.com/
British County Ooty,,089408 80100,,4.6,405,Unknown,https://www.google.com/maps/place/British+County+Ooty/data=!4m10!3m9!1s0x3ba897be6a8f882b:0x83b17c3787e8c6b4!5m2!4m1!1i2!8m2!3d11.3788675!4d76.6568227!16s%2Fg%2F11rv2fwbv9!19sChIJK4iPar6XqDsRtMbohzd8sYM?authuser=0&hl=en&rclk=1,https://britishcountyooty.com/
AJ Heritage Resort Ooty by VOYE HOMES,,079944 40495,,4.1,264,Unknown,https://www.google.com/maps/place/AJ+Heritage+Resort+Ooty+by+VOYE+HOMES/data=!4m10!3m9!1s0x3ba897b2751fde43:0xec454862bb9d71d1!5m2!4m1!1i2!8m2!3d11.3987614!4d76.7007336!16s%2Fg%2F11q56kl_tj!19sChIJQ94fdbKXqDsR0XGdu2JIRew?authuser=0&hl=en&rclk=1,https://voyehomes.com/reservation/a-j-heritage-resort-by-voye-homes-uia
"Club Mahindra Resort Danish Villa, Ooty, Tamil Nadu",,092288 17959,,4.4,1073,Unknown,"https://www.google.com/maps/place/Club+Mahindra+Resort+Danish+Villa,+Ooty,+Tamil+Nadu/data=!4m10!3m9!1s0x3ba8bda24ee2d7d7:0xd2098aebe11ca71a!5m2!4m1!1i2!8m2!3d11.4183269!4d76.7035878!16s%2Fg%2F1tdr1r5_!19sChIJ19fiTqK9qDsRGqcc4euKCdI?authuser=0&hl=en&rclk=1",https://www.clubmahindra.com/our-resorts/club-mahindra-danish-villa-resort-in-ooty-tamil-nadu?utm_source=google&utm_medium=maps&utm_campaign=club-mahindra-resort-danish-villa-ooty-tamil-nadu&campaign=2507webregular&refid=ltr-organic-google-maps-club-mahindra-resort-danish-villa-ooty-tamil-nadu
Sherlock,,0423 244 0094,,4.4,1257,Unknown,https://www.google.com/maps/place/Sherlock/data=!4m10!3m9!1s0x3ba8bd84cd9191cd:0xe66fc999f94ad14c!5m2!4m1!1i2!8m2!3d11.4031632!4d76.7217121!16s%2Fg%2F1tghbkz1!19sChIJzZGRzYS9qDsRTNFK-ZnJb-Y?authuser=0&hl=en&rclk=1,http://littlearth.in/sherlock/
MMR Grand Inn,,063830 55877,,4.0,304,Unknown,https://www.google.com/maps/place/MMR+Grand+Inn/data=!4m10!3m9!1s0x3ba89628635ff38d:0x54518c5606b1fafc!5m2!4m1!1i2!8m2!3d11.3987754!4d76.6982562!16s%2Fg%2F11b6_qtjpb!19sChIJjfNfYyiWqDsR_PqxBlaMUVQ?authuser=0&hl=en&rclk=1,https://www.mmrgrandinn.com/
Logan Camp Ooty,,097470 55554,,4.5,1072,Unknown,https://www.google.com/maps/place/Logan+Camp+Ooty/data=!4m10!3m9!1s0x3ba8bd74ea5c7783:0xb89ac73306dfd2e!5m2!4m1!1i2!8m2!3d11.3840821!4d76.7499425!16s%2Fg%2F11f50st658!19sChIJg3dc6nS9qDsRLv1tMHOsiQs?authuser=0&hl=en&rclk=1,https://www.logancamp.in/
"Emarald Hotel, Ooty",,097470 61000,,3.2,310,No,"https://www.google.com/maps/place/Emarald+Hotel,+Ooty/data=!4m10!3m9!1s0x3ba8bd84d446382d:0xd5e2496c510149fe!5m2!4m1!1i2!8m2!3d11.402797!4d76.6762737!16s%2Fg%2F1pp2x6v53!19sChIJLThG1IS9qDsR_kkBUWxJ4tU?authuser=0&hl=en&rclk=1",http://www.emarald.in/hotel-in-ooty
Peak Point Ooty - Luxury Villa & Family Resort - Best for Families and Friends with eye catching view,,073050 61984,,4.8,533,Unknown,https://www.google.com/maps/place/Peak+Point+Ooty+-+Luxury+Villa+%26+Family+Resort+-+Best+for+Families+and+Friends+with+eye+catching+view/data=!4m10!3m9!1s0x3ba8bd163a5e7f1d:0xae4bc62979adffd7!5m2!4m1!1i2!8m2!3d11.4167787!4d76.7298819!16s%2Fg%2F11tj9ll59h!19sChIJHX9eOha9qDsR1_-teSnGS64?authuser=0&hl=en&rclk=1,https://www.ootypeakpoint.com/
"De Rock- Jungle Living, Coonoor",,094884 82303,,4.2,1360,Unknown,"https://www.google.com/maps/place/De+Rock-+Jungle+Living,+Coonoor/data=!4m10!3m9!1s0x3ba8eb2fd948a19f:0x6410efc0aff460f4!5m2!4m1!1i2!8m2!3d11.3520908!4d76.8357026!16s%2Fg%2F11b73jmhky!19sChIJn6FI2S_rqDsR9GD0r8DvEGQ?authuser=0&hl=en&rclk=1",http://www.de-rock.com/
"Ibex Resorts, Coonoor (Tapas)",,073581 57300,,4.9,219,Unknown,"https://www.google.com/maps/place/Ibex+Resorts,+Coonoor+%28Tapas%29/data=!4m10!3m9!1s0x3ba8eb2642dd03cb:0x1837eb5248764969!5m2!4m1!1i2!8m2!3d11.35724!4d76.8371811!16s%2Fg%2F11xgv2839p!19sChIJywPdQibrqDsRaUl2SFLrNxg?authuser=0&hl=en&rclk=1",https://www.ibexresorts.com/resort-in-coonoor/?utm_source=GBP&utm_medium=Tapas&utm_campaign=landing%20page
"The Xanadu, Coonoor",,094424 13384,,4.5,279,Unknown,"https://www.google.com/maps/place/The+Xanadu,+Coonoor/data=!4m10!3m9!1s0x3ba8eb0b9a606dfd:0x18d69fa0871f38b1!5m2!4m1!1i2!8m2!3d11.3755453!4d76.8359242!16s%2Fg%2F11c0rl_h3m!19sChIJ_W1gmgvrqDsRsTgfh6Cf1hg?authuser=0&hl=en&rclk=1",http://www.thexanadu.co/
Silver Oak resorts,,095143 44343,,4.5,1201,Unknown,https://www.google.com/maps/place/Silver+Oak+resorts/data=!4m10!3m9!1s0x3ba8ebf4bd8ea889:0xd5b40ba3b20a5523!5m2!4m1!1i2!8m2!3d11.3522903!4d76.8320777!16s%2Fg%2F11khvhfv0z!19sChIJiaiOvfTrqDsRI1UKsqMLtNU?authuser=0&hl=en&rclk=1,https://silveroakresort.in/
"Ibex Resorts, Kotagiri",,073581 57300,,4.9,526,Unknown,"https://www.google.com/maps/place/Ibex+Resorts,+Kotagiri/data=!4m10!3m9!1s0x3ba8ebedfd0bc4c5:0x9d10ad2bb705ea8!5m2!4m1!1i2!8m2!3d11.3965417!4d76.8508804!16s%2Fg%2F11khzl9jc3!19sChIJxcQL_e3rqDsRqF5wu9IK0Qk?authuser=0&hl=en&rclk=1",https://www.ibexresorts.com/kotagiri/?utm_source=GBP&utm_medium=Kotagiri&utm_campaign=landing%20page
Gateway Coonoor,,0423 222 5400,,4.4,1871,Unknown,https://www.google.com/maps/place/Gateway+Coonoor/data=!4m10!3m9!1s0x3ba894e28cbf898b:0x8c4ed591cc65f6cc!5m2!4m1!1i2!8m2!3d11.3459278!4d76.8011013!16s%2Fg%2F1tfd0v0z!19sChIJi4m_jOKUqDsRzPZlzJHVTow?authuser=0&hl=en&rclk=1,https://www.gateway-hotels.com/en-in/hotels/gateway-coonoor?utm_medium=Local&utm_source=Google&utm_campaign=Gateway-Coonoor
Sunvalley Homestay,,0423 220 6029,,4.6,2292,Unknown,https://www.google.com/maps/place/Sunvalley+Homestay/data=!4m10!3m9!1s0x3ba894855b51b8dd:0xd3f2319b2917333a!5m2!4m1!1i2!8m2!3d11.3453801!4d76.7784939!16s%2Fg%2F1wk4bht4!19sChIJ3bhRW4WUqDsROjMXKZsx8tM?authuser=0&hl=en&rclk=1,https://www.sunvalleyhomestay.com/
Hotel Vivek,,096559 90995,,3.9,2843,Unknown,https://www.google.com/maps/place/Hotel+Vivek/data=!4m10!3m9!1s0x3ba894e97a8e146f:0x5ae7b8c1f6cef6e2!5m2!4m1!1i2!8m2!3d11.3450495!4d76.799457!16s%2Fg%2F1tdd_sr6!19sChIJbxSOeumUqDsR4vbO9sG451o?authuser=0&hl=en&rclk=1,https://hotelvivek.com/
Check Inn Today Resort,,063790 56013,,3.9,282,Unknown,https://www.google.com/maps/place/Check+Inn+Today+Resort/data=!4m10!3m9!1s0x3ba894f07f39483f:0x8c18eabde382436d!5m2!4m1!1i2!8m2!3d11.3501769!4d76.7883973!16s%2Fg%2F11dxd9md0j!19sChIJP0g5f_CUqDsRbUOC473qGIw?authuser=0&hl=en&rclk=1,http://www.checkinn.today/
Misty Meadows Coonoor,,098439 92521,,4.3,244,Unknown,https://www.google.com/maps/place/Misty+Meadows+Coonoor/data=!4m10!3m9!1s0x3ba894efa3a59573:0x632160c00ee8c96f!5m2!4m1!1i2!8m2!3d11.3770846!4d76.8167287!16s%2Fg%2F1pzqbkkrn!19sChIJc5Wlo--UqDsRb8noDsBgIWM?authuser=0&hl=en&rclk=1,http://www.themistymeadows.in/
"Wallwood Garden - 19th Century (Coonoor, Tamil Nadu)",,094437 30584,,4.3,465,Unknown,"https://www.google.com/maps/place/Wallwood+Garden+-+19th+Century+%28Coonoor,+Tamil+Nadu%29/data=!4m10!3m9!1s0x3ba894cfc8aa5bf1:0x57628d22a6206a6f!5m2!4m1!1i2!8m2!3d11.3573786!4d76.803483!16s%2Fg%2F1v3_1354!19sChIJ8VuqyM-UqDsRb2ogpiKNYlc?authuser=0&hl=en&rclk=1",http://www.neemranahotels.com/wallwood-garden-coonoor/
Nature Resorts - Kurumba Village Resorts,,073759 80741,,4.3,795,Unknown,https://www.google.com/maps/place/Nature+Resorts+-+Kurumba+Village+Resorts/data=!4m10!3m9!1s0x3ba8eb700f1100d1:0xf20de2ad7c5b1a34!5m2!4m1!1i2!8m2!3d11.3372438!4d76.8312854!16s%2Fg%2F11bvvxplcc!19sChIJ0QARD3DrqDsRNBpbfK3iDfI?authuser=0&hl=en&rclk=1,http://www.natureresorts.in/
JJS Cottages,,098406 02706,,4.7,1368,Unknown,https://www.google.com/maps/place/JJS+Cottages/data=!4m10!3m9!1s0x3ba8958dd3ebe0f1:0x4f2b8c70cc1923fe!5m2!4m1!1i2!8m2!3d11.3618451!4d76.8062222!16s%2Fg%2F11hz1bzjj7!19sChIJ8eDr042VqDsR_iMZzHCMK08?authuser=0&hl=en&rclk=1,https://jjs-cottages.hotelsintamilnadu.com/en/
Heavens Gate Holidays. The luxury Holiday Home..,,098430 57755,,4.6,869,Unknown,https://www.google.com/maps/place/Heavens+Gate+Holidays.+The+luxury+Holiday+Home../data=!4m10!3m9!1s0x3ba895ac9653f159:0xe2847c637a5c401c!5m2!4m1!1i2!8m2!3d11.3554155!4d76.7908255!16s%2Fg%2F11g0kc6hjs!19sChIJWfFTlqyVqDsRHEBcemN8hOI?authuser=0&hl=en&rclk=1,http://www.heavensgateholidays.com/
Ukkens Heritage Inn,,075985 21177,,4.4,20,Unknown,https://www.google.com/maps/place/Ukkens+Heritage+Inn/data=!4m10!3m9!1s0x3ba89504ef18c56d:0x18e3652ea9714fc7!5m2!4m1!1i2!8m2!3d11.367868!4d76.7895017!16s%2Fg%2F11f2y2f19c!19sChIJbcUY7wSVqDsRx09xqS5l4xg?authuser=0&hl=en&rclk=1,https://www.ukkensheritageinn.com/
Camellia Heights,,063848 72463,,4.5,103,Unknown,https://www.google.com/maps/place/Camellia+Heights/data=!4m10!3m9!1s0x3ba894e36e56cd9f:0x16d705e354b853fc!5m2!4m1!1i2!8m2!3d11.3447344!4d76.8006912!16s%2Fg%2F11bycfpxh_!19sChIJn81WbuOUqDsR_FO4VOMF1xY?authuser=0&hl=en&rclk=1,http://www.camelliaheights.com/
Park Corner Guest House,,094869 46202,,4.5,126,Unknown,https://www.google.com/maps/place/Park+Corner+Guest+House/data=!4m10!3m9!1s0x3ba894e735f2be89:0xc23fc558c4979a3c!5m2!4m1!1i2!8m2!3d11.3555736!4d76.8016976!16s%2Fg%2F11f4wthxqh!19sChIJib7yNeeUqDsRPJqXxFjFP8I?authuser=0&hl=en&rclk=1,https://park-corner-guesthouse.hotelsintamilnadu.com/en/
Orchid Square Boutique Hotel,,098422 49748,,4.6,10528,Unknown,https://www.google.com/maps/place/Orchid+Square+Boutique+Hotel/data=!4m10!3m9!1s0x3ba894db3577b301:0xa1f4694738542931!5m2!4m1!1i2!8m2!3d11.3508482!4d76.8101605!16s%2Fg%2F11bbt325vy!19sChIJAbN3NduUqDsRMSlUOEdp9KE?authuser=0&hl=en&rclk=1,http://www.orchidsquare.in/
Atwood Coonoor,,093613 09499,,4.5,121,Unknown,https://www.google.com/maps/place/Atwood+Coonoor/data=!4m10!3m9!1s0x3ba895ded181c479:0x312f2b78dbe2b2a6!5m2!4m1!1i2!8m2!3d11.3610736!4d76.8085249!16s%2Fg%2F11f66tbmqw!19sChIJecSB0d6VqDsRprLi23grLzE?authuser=0&hl=en&rclk=1,http://9361309499.com/
GREEN MIST RESORT,,094450 70088,,4.5,335,Unknown,https://www.google.com/maps/place/GREEN+MIST+RESORT/data=!4m10!3m9!1s0x3ba894ebdea17d69:0xddfa39bd6fbf995b!5m2!4m1!1i2!8m2!3d11.3442462!4d76.7988831!16s%2Fg%2F11fzb23r7p!19sChIJaX2h3uuUqDsRW5m_b705-t0?authuser=0&hl=en&rclk=1,https://green-mist-resort.hotelsintamilnadu.com/en/
"The Nest, Homestay @ Coonoor",,097418 68868,,4.7,149,Unknown,"https://www.google.com/maps/place/The+Nest,+Homestay+@+Coonoor/data=!4m10!3m9!1s0x3ba89546cb0f7087:0x2c0ce5fdee973e0e!5m2!4m1!1i2!8m2!3d11.3855166!4d76.8046779!16s%2Fg%2F1vfwb8cb!19sChIJh3APy0aVqDsRDj6X7v3lDCw?authuser=0&hl=en&rclk=1",https://www.nestcoonoor.in/
GREAT WINDOWS RESORTS | Best resort in Coonoor,,098431 93979,,3.6,423,Unknown,https://www.google.com/maps/place/GREAT+WINDOWS+RESORTS+%7C+Best+resort+in+Coonoor/data=!4m10!3m9!1s0x3ba894f62961c309:0x3cd472992c341715!5m2!4m1!1i2!8m2!3d11.3460427!4d76.7798759!16s%2Fg%2F11hd5fksx1!19sChIJCcNhKfaUqDsRFRc0LJly1Dw?authuser=0&hl=en&rclk=1,http://greatwindowsresorts.com/
Erin Villa,,077086 44080,,4.7,56,Unknown,https://www.google.com/maps/place/Erin+Villa/data=!4m10!3m9!1s0x3ba895d3f22737d3:0x38d86c846a3536bf!5m2!4m1!1i2!8m2!3d11.3461552!4d76.8139928!16s%2Fg%2F11g4d_hqlm!19sChIJ0zcn8tOVqDsRvzY1aoRs2Dg?authuser=0&hl=en&rclk=1,https://erinvillacoonoor.com/
Bella Vista,,098450 46698,,4.4,653,Unknown,https://www.google.com/maps/place/Bella+Vista/data=!4m10!3m9!1s0x3ba894efa2fd0d5b:0x4c35da1b975dcae9!5m2!4m1!1i2!8m2!3d11.3483536!4d76.7857013!16s%2Fg%2F1hd_5bm7z!19sChIJWw39ou-UqDsR6cpdlxvaNUw?authuser=0&hl=en&rclk=1,https://bella-vista-holiday-home.hotelsintamilnadu.com/en/
Fairy Glen - A Luxury 2 BHK Cottage,,01319685305,,4.9,64,Unknown,https://www.google.com/maps/place/Fairy+Glen+-+A+Luxury+2+BHK+Cottage/data=!4m10!3m9!1s0x3ba894ea3001f9c1:0x101912d80a1e8e35!5m2!4m1!1i2!8m2!3d11.3441865!4d76.8007527!16s%2Fg%2F1ptyvlgtb!19sChIJwfkBMOqUqDsRNY4eCtgSGRA?authuser=0&hl=en&rclk=1,https://www.fairyglen.co.in/?utm_source=Google&utm_medium=GMB
Kumar’s Mountain View Cottage,,087543 92549,,4.3,187,Unknown,https://www.google.com/maps/place/Kumar%E2%80%99s+Mountain+View+Cottage/data=!4m10!3m9!1s0x3ba894e21f3c18d3:0x3fd925ad1f71c26e!5m2!4m1!1i2!8m2!3d11.3569329!4d76.8027235!16s%2Fg%2F11ynxl8x6!19sChIJ0xg8H-KUqDsRbsJxH60l2T8?authuser=0&hl=en&rclk=1,https://kumars-mountain-view-cottage.hotelsintamilnadu.com/en/
El Divino Holiday Homes,,094860 60707,,4.2,126,Unknown,https://www.google.com/maps/place/El+Divino+Holiday+Homes/data=!4m10!3m9!1s0x3ba894e8969f3a53:0x68888c4905929771!5m2!4m1!1i2!8m2!3d11.3491047!4d76.7988227!16s%2Fg%2F1hm2m55xn!19sChIJUzqfluiUqDsRcZeSBUmMiGg?authuser=0&hl=en&rclk=1,https://eldivinoholidayhomes.com/
The Clubhouse by Tranquilitea,,094438 41572,,4.3,49,Unknown,https://www.google.com/maps/place/The+Clubhouse+by+Tranquilitea/data=!4m10!3m9!1s0x3ba894d8d7b154c9:0x4054119202a74d84!5m2!4m1!1i2!8m2!3d11.3508578!4d76.7996805!16s%2Fg%2F1tfqjtt9!19sChIJyVSx19iUqDsRhE2nApIRVEA?authuser=0&hl=en&rclk=1,https://www.tranquilitea.in/club-house-luxury-vacation-rental
The Salvation Army Guest House and Conference Center,,098948 15427,,4.4,286,Unknown,https://www.google.com/maps/place/The+Salvation+Army+Guest+House+and+Conference+Center/data=!4m10!3m9!1s0x3ba894e3081a85c5:0x925350dba6c04b3d!5m2!4m1!1i2!8m2!3d11.3574571!4d76.794215!16s%2Fg%2F11b7lff6rb!19sChIJxYUaCOOUqDsRPUvApttQU5I?authuser=0&hl=en&rclk=1,http://www.salvationarmy.org/india/Coonoor
Solitude by Nature Resorts and Stays,,090041 77125,,4.6,106,Unknown,https://www.google.com/maps/place/Solitude+by+Nature+Resorts+and+Stays/data=!4m10!3m9!1s0x3ba8c176cf51cdc5:0xb324dce09c487ad2!5m2!4m1!1i2!8m2!3d11.4332911!4d76.8707732!16s%2Fg%2F11vcbdsl2b!19sChIJxc1Rz3bBqDsR0npInODcJLM?authuser=0&hl=en&rclk=1,https://www.natureresorts.in/
